Area,Item,Element,Unit,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
Chile,Fertilizers Manufacturing,Emissions (CO2),kt,391.1304,432.189,436.1702,473.0237,489.0075,497.7312,518.5113,514.5697,548.0852,577.6689,588.5861,596.9004,649.2188,671.6387,671.6387
China,Fertilizers Manufacturing,Emissions (CO2),kt,108357.8647,116044.5216,124430.1644,129272.9894,129828.3027,128508.7501,139632.752,136434.5409,131198.3513,121001.2812,110477.1538,107262.3863,111099.7948,111454.0456,111454.0456
"China, mainland",Fertilizers Manufacturing,Emissions (CO2),kt,107806.5658,115509.0181,122984.5837,127538.7222,128238.8674,126859.9167,137981.2021,135008.7835,129680.0778,119232.0067,108766.3836,105644.2717,109635.6385,109635.6385,109635.6385
"China, Taiwan Province of",Fertilizers Manufacturing,Emissions (CO2),kt,551.2988,535.5035,1445.5807,1734.2672,1589.4353,1648.8334,1651.55,1425.7574,1518.2735,1769.2745,1710.7701,1618.1146,1464.1563,1818.4071,1818.4071
Colombia,Fertilizers Manufacturing,Emissions (CO2),kt,887.5327,1007.2785,1007.472,1200.7502,1177.4955,1125.4114,1059.55,356.244,365.6317,993.0104,1008.9127,1020.4676,1107.181,1142.7795,1142.7795
Croatia,Fertilizers Manufacturing,Emissions (CO2),kt,784.0765,566.8542,749.8449,717.3841,670.2997,1467.6958,1575.3925,1530.8595,1505.4746,1716.4366,1437.2948,1640.2535,1471.5958,1642.1748,1642.1748
Cuba,Fertilizers Manufacturing,Emissions (CO2),kt,74.4082,33.8794,50.2073,85.4983,87.1254,79.8066,83.6587,79.5577,81.3441,90.2304,91.5755,92.5301,100.2971,103.4293,103.4293
Czechia,Fertilizers Manufacturing,Emissions (CO2),kt,60.7,42.0252,47.8152,55.0207,53.9461,39.3601,38.6991,37.9932,37.2087,39.5004,42.193,38.2894,38.9437,55.195,55.195
Egypt,Fertilizers Manufacturing,Emissions (CO2),kt,348.7039,220.6794,4914.6272,4761.2944,4200.3129,10732.3756,11077.704,6952.5535,7311.241,10694.2703,11585.4798,10679.9,9851.4249,10231.1848,10231.1848
Estonia,Fertilizers Manufacturing,Emissions (CO2),kt,3.36,1.8499,1.6263,0.607,0.6036,0.8099,7.8743,0.2459,0.2358,0.5325,0.5563,2.9354,5.5173,5.1341,5.1341
Finland,Fertilizers Manufacturing,Emissions (CO2),kt,729.3833,577.5523,585.9684,638.4999,662.9003,677.3397,708.1039,704.9816,753.1142,795.9191,812.9934,826.3915,900.7624,933.7398,933.7398
France,Fertilizers Manufacturing,Emissions (CO2),kt,1005.0125,501.5848,694.142,1121.3151,996.8025,999.1185,1021.761,1095.5976,1164.9106,1225.7972,1247.0851,1262.933,1371.8387,1417.4846,1417.4846
Georgia,Fertilizers Manufacturing,Emissions (CO2),kt,327.5832,287.5062,289.9514,314.252,324.6854,330.3061,343.9332,341.1703,363.2464,382.7117,389.811,395.1919,429.7033,444.4197,444.4197
Germany,Fertilizers Manufacturing,Emissions (CO2),kt,1319.5348,1376.8563,1316.2408,1355.9288,1334.8605,1296.7958,1292.0908,1228.7453,1307.1704,1410.0152,1567.8155,1519.0025,1614.8507,1463.5593,1463.5593
Greece,Fertilizers Manufacturing,Emissions (CO2),kt,143.2243,102.6587,154.7335,286.8864,182.8877,218.4824,286.2185,336.2277,355.1066,408.1829,229.2945,265.0728,325.8481,345.0297,345.0297
Hungary,Fertilizers Manufacturing,Emissions (CO2),kt,907.3098,946.724,905.0449,932.3343,917.8478,891.6745,1117.7709,990.4183,1100.442,898.2949,739.0312,646.186,821.0536,974.4542,974.4542
India,Fertilizers Manufacturing,Emissions (CO2),kt,20594.1122,23594.3475,22796.704,23957.4393,23845.3776,26202.8425,26545.5979,26969.3393,27653.4159,28303.7957,27630.3298,27379.583,26673.2055,32695.3372,32695.3372
Indonesia,Fertilizers Manufacturing,Emissions (CO2),kt,6249.4465,7898.5336,7452.7913,8094.1045,8908.1414,5181.3752,8280.8615,8203.4331,7900.9299,8873.9581,8839.0153,8632.8563,9405.8465,10163.1967,10163.1967
Iran (Islamic Republic of),Fertilizers Manufacturing,Emissions (CO2),kt,1992.4238,2002.8733,1513.012,1137.5866,1205.3574,3250.6748,3529.5583,3379.479,4232.9438,3261.0021,3326.0507,3376.2544,3675.4438,3805.5182,3805.5182
Iraq,Fertilizers Manufacturing,Emissions (CO2),kt,192.515,204.6556,133.8293,183.8195,174.3567,197.7644,61.4573,39.0642,149.0039,177.6659,180.3113,182.1878,197.4776,203.6416,203.6416
Israel,Fertilizers Manufacturing,Emissions (CO2),kt,52.5813,57.5008,57.4887,61.8174,63.4119,64.0857,66.3263,65.4265,69.3003,72.6637,73.6813,74.3872,80.5681,83.023,83.023
Italy,Fertilizers Manufacturing,Emissions (CO2),kt,1285.9021,1092.9922,1237.9048,801.7973,1198.0473,1177.9195,1075.6711,994.4656,1187.7977,1197.2585,1337.7037,1357.8625,1478.1576,1530.4379,1530.4379
Japan,Fertilizers Manufacturing,Emissions (CO2),kt,3674.2691,3932.9135,3937.2415,3904.5888,3791.1952,3640.1351,3376.7718,3045.3077,3279.7189,3311.893,3169.3483,3019.0714,3118.7352,4399.709,4399.709
Jordan,Fertilizers Manufacturing,Emissions (CO2),kt,566.1493,754.2603,963.1744,1084.2041,875.9197,880.8007,1010.8788,814.335,832.6207,1045.5089,1058.3264,1066.7405,1153.6227,1187.0724,1187.0724
Kazakhstan,Fertilizers Manufacturing,Emissions (CO2),kt,171.0198,361.7732,145.3341,210.7269,157.104,441.6519,614.5473,632.517,716.1172,766.0998,729.2756,739.3163,763.2502,684.5358,684.5358
Kuwait,Fertilizers Manufacturing,Emissions (CO2),kt,614.5999,489.3068,614.9775,620.3907,565.5103,624.1005,514.8603,489.619,500.6133,658.2392,668.2123,675.3287,732.1695,755.1834,755.1834
Lebanon,Fertilizers Manufacturing,Emissions (CO2),kt,46.3399,48.59,53.815,64.7745,63.768,53.8213,56.4389,56.3469,60.3473,63.9258,65.437,66.6467,72.7772,75.5695,75.5695
Libya,Fertilizers Manufacturing,Emissions (CO2),kt,398.8487,564.9157,563.0079,603.6389,617.5468,940.8714,551.4457,524.4108,536.1863,700.0435,708.6047,714.2184,772.3687,794.7441,794.7441
Lithuania,Fertilizers Manufacturing,Emissions (CO2),kt,1582.7747,1545.6843,1468.8034,1683.8748,1724.2097,3745.4159,4323.4242,4347.8468,3985.3914,4800.1453,4043.8242,4263.7027,4302.2746,4298.0504,4298.0504
Malawi,Fertilizers Manufacturing,Emissions (CO2),kt,0.487,0.3849,0.3899,0.4242,0.4399,0.4489,0.4688,0.4663,0.4977,0.5256,0.5365,0.5449,0.5936,0.615,0.615
Malaysia,Fertilizers Manufacturing,Emissions (CO2),kt,1261.2358,1643.1623,1669.6389,1821.7784,1893.6857,1937.0418,2027.017,2019.8887,2159.5637,2584.0011,2664.7221,2650.5597,2582.9521,2686.1437,2686.1437
Mexico,Fertilizers Manufacturing,Emissions (CO2),kt,364.8444,460.1741,433.126,889.1641,546.6298,2537.6777,2383.0854,1778.4204,2051.2212,1812.5733,808.0565,461.9242,775.6603,1379.0591,1379.0591
Morocco,Fertilizers Manufacturing,Emissions (CO2),kt,904.3094,1431.2705,2058.9767,2378.5864,2621.8449,2110.4295,2255.109,2346.0017,3265.565,2654.107,2707.8485,2749.4725,2993.8793,3100.5663,3100.5663
Myanmar,Fertilizers Manufacturing,Emissions (CO2),kt,73.5353,50.4427,24.3916,118.0461,146.2128,114.0262,115.4341,93.3227,51.9516,55.1497,65.4337,189.0495,243.5355,152.3613,152.3613
Netherlands (Kingdom of the),Fertilizers Manufacturing,Emissions (CO2),kt,4519.3069,4715.6288,4508.0252,4643.9536,4571.7963,4441.4274,4425.3133,4208.3597,4302.8576,3067.3352,3160.3185,3237.9299,3555.1167,3710.1172,3710.1172
New Caledonia,Fertilizers Manufacturing,Emissions (CO2),kt,1.0162,1.0604,1.0137,1.0442,1.028,0.9987,0.9951,0.9463,0.9675,0.9805,0.8563,0.9269,0.9578,0.8569,0.8569
New Zealand,Fertilizers Manufacturing,Emissions (CO2),kt,262.6294,285.7045,284.2791,304.3398,310.9215,313.0432,322.8555,317.4387,335.2118,350.4817,354.4419,356.9408,385.6874,396.5549,396.5549
Nigeria,Fertilizers Manufacturing,Emissions (CO2),kt,48.3957,50.4981,48.2749,100.2622,250.8459,165.6454,113.1437,173.8267,438.4112,907.9322,369.5525,379.505,417.5601,436.6059,436.6059
Oman,Fertilizers Manufacturing,Emissions (CO2),kt,1247.0883,1352.5933,1323.6355,1351.073,1179.4928,3693.1875,3245.6289,3201.3295,3273.2147,2897.5439,2976.6745,3804.5631,3331.5067,3468.9879,3468.9879
Pakistan,Fertilizers Manufacturing,Emissions (CO2),kt,4994.0339,5289.4581,5397.4689,5423.0322,4520.9336,5038.3285,5079.7519,5358.9308,6008.9815,5794.7068,5484.713,5839.4194,6328.6818,7061.1526,7061.1526
Panama,Fertilizers Manufacturing,Emissions (CO2),kt,1.3284,1.3861,1.3251,1.365,1.3438,1.3055,1.3008,1.237,1.2648,1.2817,1.2575,1.2296,1.2912,0.8645,0.8645
Peru,Fertilizers Manufacturing,Emissions (CO2),kt,0.1569,0.1697,0.168,0.1789,0.1819,0.1823,0.1873,0.1834,0.193,0.2011,0.2027,0.2035,0.2193,0.2249,0.2249
Philippines,Fertilizers Manufacturing,Emissions (CO2),kt,190.4666,140.246,30.8836,389.0452,424.2003,348.5328,355.1844,217.6894,265.0524,281.4482,390.0954,136.4101,365.0198,380.1025,380.1025
Poland,Fertilizers Manufacturing,Emissions (CO2),kt,5656.3378,3557.0606,3649.9756,4167.3619,4342.1952,4093.0821,5790.8814,11085.9512,11112.8994,11701.7703,10880.6782,10511.0021,11466.6245,10598.2286,10598.2286
Portugal,Fertilizers Manufacturing,Emissions (CO2),kt,344.9517,314.2893,290.999,341.1067,321.6232,406.2973,446.4392,426.6327,166.1431,168.3647,348.0042,163.6159,373.7522,381.9574,381.9574
Qatar,Fertilizers Manufacturing,Emissions (CO2),kt,1914.715,1998.5582,1918.2199,2111.9542,2943.8848,7129.7864,7355.6003,6998.638,7156.1578,3.3533,3.8614,3592.6815,3910.8876,4049.1379,4049.1379
Republic of Korea,Fertilizers Manufacturing,Emissions (CO2),kt,3874.0331,3009.5218,3206.2071,3056.1151,3514.4083,2981.0703,2863.1367,2343.3334,2418.2191,2718.1702,2664.7827,3142.6505,3106.6622,3570.4336,3570.4336
Romania,Fertilizers Manufacturing,Emissions (CO2),kt,1345.9234,1404.3912,1342.5635,1232.6626,1194.4197,4531.0633,4710.5511,2639.2526,2375.1286,2714.4658,2908.3837,2436.8481,2513.9819,3028.0128,3028.0128
Russian Federation,Fertilizers Manufacturing,Emissions (CO2),kt,16174.5888,16877.2244,20198.0027,21164.5487,20180.0637,19168.4337,23182.6723,23682.5232,25570.1455,27490.3495,26174.0596,26420.8021,29442.1664,29732.8632,29732.8632
Saudi Arabia,Fertilizers Manufacturing,Emissions (CO2),kt,7851.11,8032.6999,7835.0515,8173.3569,8823.511,9191.7106,7920.7455,9650.921,9867.6305,9316.6822,10172.4471,10298.1558,11182.5779,11551.1703,11551.1703
Senegal,Fertilizers Manufacturing,Emissions (CO2),kt,27.7632,33.1042,33.9752,37.3982,39.1784,40.3552,42.4945,42.5848,76.9307,155.9548,55.2442,9.8215,55.7953,58.0641,58.0641
Serbia,Fertilizers Manufacturing,Emissions (CO2),kt,201.7159,214.2247,294.9982,349.8283,392.386,515.8127,430.1957,383.4268,375.2366,290.4694,302.1619,320.306,291.1801,415.6333,415.6333
Slovakia,Fertilizers Manufacturing,Emissions (CO2),kt,0.0077,0.0084,0.0084,0.009,0.0093,0.0094,0.0097,0.0096,0.0102,0.0107,0.0108,0.0109,0.0119,0.0122,0.0122
Slovenia,Fertilizers Manufacturing,Emissions (CO2),kt,0.6832,0.7498,0.752,0.811,0.8342,0.8452,0.8767,0.8666,0.9482,0.9662,0.9814,0.9924,1.0764,1.1108,1.1108
Spain,Fertilizers Manufacturing,Emissions (CO2),kt,1797.0256,1994.1059,2134.2956,2293.6958,2469.0309,2487.2063,2566.443,2524.5552,2667.0618,2789.6916,2822.294,2843.2178,3073.245,3160.8567,3160.8567
Syrian Arab Republic,Fertilizers Manufacturing,Emissions (CO2),kt,290.2577,273.1003,273.5811,304.618,143.0845,46.2334,229.3369,224.0878,235.2485,244.6051,246.0761,246.5844,265.1927,271.4497,271.4497
Tajikistan,Fertilizers Manufacturing,Emissions (CO2),kt,16.8602,18.3925,18.539,20.083,20.7407,21.0913,21.9534,21.7698,23.1713,24.406,24.8522,25.1891,27.3825,28.3143,28.3143
Thailand,Fertilizers Manufacturing,Emissions (CO2),kt,579.6977,604.8802,578.2506,595.6863,586.4306,569.708,567.641,539.8121,551.9335,559.3139,379.2348,388.8662,427.2782,446.2121,446.2121
Trinidad and Tobago,Fertilizers Manufacturing,Emissions (CO2),kt,12568.8401,14456.8924,14835.2189,14185.3224,13359.3007,12295.0369,12387.196,12335.1367,12582.6127,13029.4498,12337.5083,13552.7455,16542.0925,17030.9856,17030.9856
Tunisia,Fertilizers Manufacturing,Emissions (CO2),kt,945.2224,1061.1774,1127.1209,520.5446,718.4577,1002.6074,1032.801,1014.3399,1070.0117,1117.6548,1129.2381,1136.2081,1226.7026,1260.2851,1260.2851
TÃ¼rkiye,Fertilizers Manufacturing,Emissions (CO2),kt,1344.7893,1404.5748,1617.5636,1843.1928,1778.9303,1637.2962,1556.7078,1208.3172,1042.4537,1174.773,1380.3448,1677.6417,2439.8977,2121.0861,2121.0861
Ukraine,Fertilizers Manufacturing,Emissions (CO2),kt,384.5189,4233.8522,4221.3659,5905.4246,5782.763,15113.6536,10820.6677,8941.5325,7886.2622,5063.9996,4365.9534,7392.1287,10324.7675,9443.232,9443.232
United Arab Emirates,Fertilizers Manufacturing,Emissions (CO2),kt,1372.0432,1327.1379,1415.2861,1486.1316,1282.1775,2518.9307,3572.5991,3397.4503,3473.7394,2850.1723,2907.4924,2951.8171,3213.8385,3328.0048,3328.0048
United Kingdom of Great Britain and Northern Ireland,Fertilizers Manufacturing,Emissions (CO2),kt,949.7778,1037.3428,1035.9415,1112.7799,1140.3832,1151.4775,1190.7549,1173.7022,1242.3101,1301.7399,1319.1479,1331.0092,1440.8145,1483.9502,1483.9502
United States of America,Fertilizers Manufacturing,Emissions (CO2),kt,16170.3457,15766.7002,15989.096,17025.7935,15887.7358,20688.3474,21881.0618,21627.8728,22486.6366,25492.1166,27599.3629,28225.9716,27547.3291,28635.4046,28635.4046
Uruguay,Fertilizers Manufacturing,Emissions (CO2),kt,4.0888,4.4442,9.3468,6.789,7.0657,8.3716,8.3412,7.9323,8.1104,8.5615,8.7573,8.9131,9.7268,10.094,10.094
Uzbekistan,Fertilizers Manufacturing,Emissions (CO2),kt,2017.0292,2104.6504,2011.994,2072.6608,2116.0771,4993.333,5480.6756,5102.9487,5185.9768,743.6231,781.3723,842.2363,772.5498,2790.1595,2790.1595
Venezuela (Bolivarian Republic of),Fertilizers Manufacturing,Emissions (CO2),kt,5181.2724,3735.8872,3521.4137,3868.6486,4045.8476,3092.6242,3349.8632,2657.4314,4231.9212,4449.7155,4523.7828,4578.2447,4969.9691,5132.3714,5132.3714
Viet Nam,Fertilizers Manufacturing,Emissions (CO2),kt,899.0305,936.5096,924.6022,963.7375,1392.8935,5556.8829,5642.5837,5233.133,5052.997,5393.953,5156.2687,5175.3903,5654.5288,5254.9818,5254.9818
