Area,Item,Element,Unit,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
Angola,Nutrient nitrogen N (total),Export Quantity,t,0,0,0,6.05,2.64,14.54,0,35.96,0.21,63.19,297.79,280.22,425.82,775.16,640.37
Antigua and Barbuda,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,Nutrient nitrogen N (total),Import Quantity,t,20.99,31.79,6.9,15.6,24.33,30.21,19.22,7.69,350.43,7.42,9.02,27.02,2.29,20.68,15.81
Antigua and Barbuda,Nutrient nitrogen N (total),Export Quantity,t,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,8.75,0
Argentina,Nutrient nitrogen N (total),Production,t,405948,514223,433113,533256,542503,630491.64,470858.26,431740,542945.76,617126.54,436101.01,510238.18,559953.7,400776.83,510238.18
Argentina,Nutrient nitrogen N (total),Import Quantity,t,431998.7,176612.64,546671.46,552742.43,401568.51,401953.56,412735.69,285961.37,549717.32,519949.28,800221.72,833292.71,1042601.46,1257228.62,749265.02
Argentina,Nutrient nitrogen N (total),Export Quantity,t,69960.69,213024.73,62176.31,82384.04,164342.04,97804.25,29755.62,57123.18,40612.12,20350.58,16.61,667.25,243.01,0.08,451.76
Armenia,Nutrient nitrogen N (total),Production,t,1156913.041,1114703.52,1252927.34,1306897.077,1327280.494,0,0,0,0,0,0,0,0,0,0
Armenia,Nutrient nitrogen N (total),Import Quantity,t,8211.46,13467.62,10547.96,12343.91,17763.92,20263.7,16917.12,22147,48133.43,30938.11,29826.12,24484.1,26066.92,18347.05,16920.65
Armenia,Nutrient nitrogen N (total),Export Quantity,t,0.68,0,0,0.23,20.3,10.23,0.15,20.13,0.1,34.88,20.13,0,1.22,0.01,7.73
Aruba,Nutrient nitrogen N (total),Import Quantity,t,0,2.18,2.05,2.93,154.16,1.69,3.28,5.94,2.82,2.99,1.86,1.74,1.15,5.3,5.32
Aruba,Nutrient nitrogen N (total),Export Quantity,t,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01
Australia,Nutrient nitrogen N (total),Production,t,330489,543309,285633,317961,237495,716831.6,342300,413300,423400,423400,346800,340744.66,375055.49,419195.67,353218.08
Australia,Nutrient nitrogen N (total),Import Quantity,t,688933.55,537512.2,863599.57,947913.61,1021000.09,1098287.05,1210757.05,1098521.25,1377809.34,1279962.81,1213516.63,1294071,1523196.17,1740860.82,1672838.96
Australia,Nutrient nitrogen N (total),Export Quantity,t,173772.86,223091.84,157808.99,149582.1,118878.5,73565.47,82320.46,102064.05,137836.12,96692.67,94632.38,84848.04,92835.83,98316.85,103781.61
Austria,Nutrient nitrogen N (total),Import Quantity,t,148910.38,115842.91,135937.05,164946.85,175478.56,167748.19,178611.25,174883.32,183137.06,186724.52,179143.92,163164.86,163187.81,160250.5,150216.12
Austria,Nutrient nitrogen N (total),Export Quantity,t,8320.9,2474.86,11628.91,13135.02,22122.23,18006.33,31539.3,178483.23,170711.43,28200.74,14965.21,1749.74,3385.36,5504.87,3069.91
Azerbaijan,Nutrient nitrogen N (total),Import Quantity,t,31197.09,20080.05,12999.09,23139.24,27889.26,25575.54,37867.79,42374.78,42355.31,48947.03,77653.09,70298.7,87772.64,35822.53,16522.82
Azerbaijan,Nutrient nitrogen N (total),Export Quantity,t,739.08,465.41,0,280.42,493.12,278.72,0,949.53,1476.05,1587.67,304.35,53125.15,32673.92,147221.78,165465.67
Bahamas,Nutrient nitrogen N (total),Import Quantity,t,552.11,683.73,530.87,440.79,696.41,489.47,556.03,662.05,1279.66,1639.6,1989.69,628.3,449.82,384.87,319.92
Bahamas,Nutrient nitrogen N (total),Export Quantity,t,0,3.08,0.01,15.91,0.02,0.42,0.31,0.01,0.18,11.55,447.78,884,884,884,884
Bahrain,Nutrient nitrogen N (total),Production,t,304060,300840,289340,310040,288420,316480,319240,320840.96,373899.26,307988.97,355656.96,389526.98,339239.52,339239.52,308374.8
Bahrain,Nutrient nitrogen N (total),Import Quantity,t,2325.78,1116.77,2552.71,3394.41,3272.61,3506.42,3757.51,2144.59,138.08,110.27,123.92,149.05,152.65,203.32,110.81
Bahrain,Nutrient nitrogen N (total),Export Quantity,t,306155.91,274345.8,239847.55,246946.75,246049.52,245422.65,365111.02,320840.96,373899.26,307988.97,355656.96,389526.98,339239.52,356760.02,308166.58
Bangladesh,Nutrient nitrogen N (total),Production,t,692900,594020,491520,425340,437820,477460,394580,415220,482040,435200,361160,379840,379840,379840,379840
Bangladesh,Nutrient nitrogen N (total),Import Quantity,t,372125.2,465116.66,651103.06,860912.78,282548.68,422747.07,442226.45,648205.19,374920.64,232386.01,438302.4,416238.89,404485.25,511634.97,226126.92
Bangladesh,Nutrient nitrogen N (total),Export Quantity,t,139745.18,173770.45,46303.95,30268,0.01,0,0,0,14262.76,0.03,0,0,0,23927.56,17.33
Barbados,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,Nutrient nitrogen N (total),Import Quantity,t,1724.21,822.05,979.52,1158.44,1425.48,1321.02,706.8,558.44,331.11,552.67,230.19,151.35,175.39,107.83,184.42
Barbados,Nutrient nitrogen N (total),Export Quantity,t,0.35,0.04,3.59,360.39,247.51,103.52,38.51,151.59,60.24,11.94,0.01,3.63,0.21,0.01,0.02
Belarus,Nutrient nitrogen N (total),Production,t,727975,731378,771295,813922,832766,833096,841911,861185,843010,854320,869965,988187,958943,958943,958943
Belarus,Nutrient nitrogen N (total),Import Quantity,t,51436.61,75136.87,167633.27,130455.93,113612.1,84902.44,38716.52,28523.83,25187.95,48675.57,55917.6,55409.06,95503.64,118776.34,3098.24
Belarus,Nutrient nitrogen N (total),Export Quantity,t,163954.78,341397.66,276089.61,365512.26,288688.67,453282.56,358178.12,582413.22,491441.57,426088.33,511663.54,476251.21,812493.19,623361.1,172596.31
Belgium,Nutrient nitrogen N (total),Production,t,888400,884300,946500,955600,931700,873300,847100,864300,822300,865900,787600,968138.18,655484.89,849627.34,727352.21
Belgium,Nutrient nitrogen N (total),Import Quantity,t,685005.09,305204.33,564931.05,525932.68,482869.31,503949.42,553600.35,449266.47,270460.82,606994.65,608044.21,567874.29,569252.9,571243.71,634020.04
Belgium,Nutrient nitrogen N (total),Export Quantity,t,703079.52,319270.52,1376188.77,1186296.96,1203167.17,1314988.88,1337880.99,1234480.78,666964.59,1265970.2,1213207.09,1207276.94,1214666.16,1212760.81,1118735.82
Belize,Nutrient nitrogen N (total),Production,t,1156913.041,1114703.52,1252927.34,1306897.077,1327280.494,0,0,0,0,0,0,0,0,0,0
Belize,Nutrient nitrogen N (total),Import Quantity,t,2916.93,13939.39,5599.22,13528.63,13417.1,13672.42,17753.96,17605.12,16798.08,13574.23,16143.89,16545.93,16638.15,16985.05,6757.12
Belize,Nutrient nitrogen N (total),Export Quantity,t,0,0,0.05,0,0,0,0,1.25,7.16,2.03,2.95,5.92,2.95,2.95,0.92
Benin,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Nutrient nitrogen N (total),Import Quantity,t,357.06,5310.26,4714.88,4614.57,68.75,823.36,14752.41,4776.61,27957.38,48788.9,48067.22,75342.67,57164.14,57991.5,67206.36
Benin,Nutrient nitrogen N (total),Export Quantity,t,0,0,6.7,0,0,5.19,0,0.18,0,75,0,0,248.2,10.07,26.35
Bermuda,Nutrient nitrogen N (total),Import Quantity,t,46.81,29.12,79.84,146.3,34.16,44.92,39.62,41.13,22.24,23.3,32.75,27.51,36.86,23.25,16.93
Bermuda,Nutrient nitrogen N (total),Export Quantity,t,0,0,0,0,413.98,218.96,178.91,0,0,0,0,0,0,0,0
Bhutan,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,1363497.835,1389304.916,0,0,0,0,0
Bhutan,Nutrient nitrogen N (total),Import Quantity,t,1430.5,1099.55,1178.75,1380.5,1318.12,6.7,0,7.41,0.02,2.73,6.92,7.41,3.89,51.48,447.83
Bhutan,Nutrient nitrogen N (total),Export Quantity,t,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0
Bolivia (Plurinational State of),Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,87011.76,133065.84,3258.48,72673.1,167717.38
Bolivia (Plurinational State of),Nutrient nitrogen N (total),Import Quantity,t,15712.64,17000.72,19690.63,20568.07,19214.84,23996.27,23819.71,23119.81,19915.63,20427.17,18413.01,15512.11,22549.88,26651,16426.76
Bolivia (Plurinational State of),Nutrient nitrogen N (total),Export Quantity,t,0.7,0.8,0.81,0,0,0,0,0,0,0,109958.18,140611.88,10001.33,22573.12,151613.41
Bosnia and Herzegovina,Nutrient nitrogen N (total),Production,t,1156913.041,44310,31717,84343.2,63279.65,48908.35,67363.94,77600.85,43843.48,49908.7,47811.14,22195.6,23125.91,13985.4,22519.32
Bosnia and Herzegovina,Nutrient nitrogen N (total),Import Quantity,t,20405.52,22739.75,26363.73,23993.22,27194.27,28271.31,24083.77,22631.68,33501.12,31556.09,26224.55,30523.39,32461.46,20122.01,26996.78
Bosnia and Herzegovina,Nutrient nitrogen N (total),Export Quantity,t,20478.45,3507.11,11290.08,12239.12,10033.64,7959.04,7124.98,11898.34,7549.78,10361.7,4583.06,2358.33,1823.76,4062.63,1568.9
Botswana,Nutrient nitrogen N (total),Production,t,1156913.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,Nutrient nitrogen N (total),Import Quantity,t,11243.4,16843.89,20608.26,9376.41,16313.07,22722.48,23045.32,13267.64,10706.11,5606.33,9824.08,9874.73,13717.14,13185.12,15947.14
Botswana,Nutrient nitrogen N (total),Export Quantity,t,47.28,13.52,0.24,2.04,0.3,4.9,0,143.46,7.17,0,91.24,6.1,49.35,100.46,46.7
Brazil,Nutrient nitrogen N (total),Production,t,837947.44,724633.53,927493.1,888308.36,797713.89,848885.74,813012.06,831223.85,708327.87,510760.96,541930.88,356784.6,333703.5,704574.04,836234.06
Brazil,Nutrient nitrogen N (total),Import Quantity,t,2065309.94,1777690.8,2253830.53,3020028.5,2737121.06,3318719.42,3817095.56,2714416.45,3634011.51,4653257.87,4542946.53,4774532.87,5704605.09,6709645.94,6126084.92
Brazil,Nutrient nitrogen N (total),Export Quantity,t,81262.92,72089.07,89830.95,85296.73,78528.34,102463.74,106252.11,90324.81,77701.94,68595.18,67260.62,44770.57,60244.56,78362.08,75494.57
Brunei Darussalam,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Nutrient nitrogen N (total),Import Quantity,t,321.85,306,928.66,184.81,253.34,171.02,306.01,30.99,35.59,13.22,32.97,157.55,6641.38,168.15,151.82
Brunei Darussalam,Nutrient nitrogen N (total),Export Quantity,t,4.12,13.43,191.46,0.18,0.02,0.41,0.8,1.29,5.52,0,0,50.98,250.61,94.36,93960.27
Bulgaria,Nutrient nitrogen N (total),Production,t,281953,190288,264177,368944,258000,185988.78,210008.67,319561.8,318761.79,818442,677167,646485,639897,644550,644550
Bulgaria,Nutrient nitrogen N (total),Import Quantity,t,76197.32,107433.99,120105.71,160563.75,190291.19,213169.22,229015.38,244134.04,270362.67,304362.65,252209.79,290709.55,224597.96,289997.01,318559.77
Bulgaria,Nutrient nitrogen N (total),Export Quantity,t,144574.34,17879.85,113454.35,159603.66,129840.47,103819.28,134973.63,196794.36,219596.09,199223.65,178650.59,262030.63,219394.76,183624.09,194149.29
Burkina Faso,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,Nutrient nitrogen N (total),Import Quantity,t,18310.02,26004.04,44304.37,30828.33,49660.54,49978.89,48323.53,50956.83,68512.74,60594.66,57168.02,30227.98,50452.08,42822.9,58148.81
Burkina Faso,Nutrient nitrogen N (total),Export Quantity,t,300.24,8.57,932.48,2230.57,566.06,24.02,0.07,440.98,879.68,1425.63,513.32,176.2,0.95,199.25,3939.81
Burundi,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Nutrient nitrogen N (total),Import Quantity,t,1008.89,313.29,1238.28,3704.72,3167.75,4078.89,5607.21,4603.82,8086.77,10142.78,13456.65,6888.49,178.62,564.22,80.51
Burundi,Nutrient nitrogen N (total),Export Quantity,t,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabo Verde,Nutrient nitrogen N (total),Import Quantity,t,77.96,95.08,96.21,65.16,94.99,90.17,77.11,120.5,135.71,161.97,178.65,176.95,264.61,378.62,302.41
Cabo Verde,Nutrient nitrogen N (total),Export Quantity,t,0,0,0,0.11,0.1,0,0,0,0,0,0,0,0,0,0
Cambodia,Nutrient nitrogen N (total),Import Quantity,t,12856.2,17623.67,22657.53,36491.15,54838.43,50441.59,64090.24,80858.37,55652.86,114997.96,127805.95,112118.62,110160.55,121717.95,84705.93
Cambodia,Nutrient nitrogen N (total),Export Quantity,t,285.56,231,0,0,0,0,0,0,0,0,0,0,2.25,0,27.16
Cameroon,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,1363497.835,0,0,0,0,0,0
Cameroon,Nutrient nitrogen N (total),Import Quantity,t,24274.46,26713.44,27476.68,38712.84,31461.89,40352.41,30524.66,45825.12,40433.73,47000.53,48999.84,50879.38,51034.59,46509.14,46509.14
Cameroon,Nutrient nitrogen N (total),Export Quantity,t,1075.66,1908.4,1545.27,1146.41,3303.77,3240.79,4452.65,3191.71,681.64,491.38,6975.28,4228.46,1948.06,754.49,754.49
Canada,Nutrient nitrogen N (total),Production,t,3192990,3129160,3361936,3443253,3358080,3820380,3707220,3994220,4122960,3735920,3822840,3899100,3885980,3745760,3399720
Canada,Nutrient nitrogen N (total),Import Quantity,t,494239.19,314693.61,498624.98,620414.44,792512.59,838274.95,854195.72,889562.66,772605.96,880483.98,983507.13,1006599.83,1071857.63,1055965.37,1116054.08
Canada,Nutrient nitrogen N (total),Export Quantity,t,1927563.25,1182381.32,1203560.92,1162937.54,1028373.87,827921.95,798969.35,816909.55,889371.71,806522.45,678232.97,1481734.25,712371.37,776331.62,601322.21
Central African Republic,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,Nutrient nitrogen N (total),Import Quantity,t,176.77,190.06,221.67,402.7,225.65,112.82,0,219.25,210.43,86.18,213.5,208.73,223.7,216.98,18.56
Central African Republic,Nutrient nitrogen N (total),Export Quantity,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,Nutrient nitrogen N (total),Import Quantity,t,911.26,1541.79,1405.4,2217.49,443.95,3426.12,4817.46,3026.63,4816.31,544.33,7080.85,3932.81,7796.79,811.63,93.2
Chad,Nutrient nitrogen N (total),Export Quantity,t,0,0,1815.16,0,0,794.94,0,0,10122.84,0,0,0,840,0,33.21
Chile,Nutrient nitrogen N (total),Production,t,207643,198198,116900,110000,70900,67900,58500,73800,64275.43,81959.27,73100.37,55586.16,44519.4,58183.73,94040.51
Chile,Nutrient nitrogen N (total),Import Quantity,t,300244.94,231464.67,286496.97,282277.62,296691.25,319756.18,301416.58,362670.58,309815.54,302809.57,314836.59,331579.71,329158.51,349070.54,245668.63
Chile,Nutrient nitrogen N (total),Export Quantity,t,121002.27,101067.07,140672.89,161255.14,179844.02,142342.79,159879.88,132943.06,129283.14,137524.53,150546.88,136271.56,125741.6,132230.64,142956.05
China,Nutrient nitrogen N (total),Production,t,31037963.41,31059147.35,34034088.78,33956549.6,35339720.97,36238276.63,39689047.45,40541064.15,33879870.75,31272286.05,29036599.13,32529245.11,28309935.61,28140213.56,25635146.94
China,Nutrient nitrogen N (total),Import Quantity,t,244792.34,411678.08,390814,306377.09,430527.02,377838.13,349995.97,360703.22,307103.76,311584.8,450583.91,431141.48,365753.39,316367.2,139157.63
China,Nutrient nitrogen N (total),Export Quantity,t,2733484.17,2367690.63,4725630.67,3980642.6,4994449.14,5674853.69,8892418.12,9976149.17,6129440.89,5556178.49,4943471.68,6054170.46,6485432.32,7055879.59,5232924.53
"China, Hong Kong SAR",Nutrient nitrogen N (total),Import Quantity,t,1261.51,977.85,1747.78,2538.66,3771.43,3501.13,6156.93,7572.22,7652.54,8525.3,10756.89,11858.85,9950.02,10752.91,9523.91
"China, Hong Kong SAR",Nutrient nitrogen N (total),Export Quantity,t,734.25,722.83,130.83,92.89,264.32,582.5,436.71,521.7,189.18,399.65,582.11,258.05,343.07,1632.29,1143.25
"China, mainland",Nutrient nitrogen N (total),Production,t,30942146.41,30965619.35,33928761.36,33856908.59,35234573.55,36138484.63,39595785.82,40465381.83,33794853.74,31147714.68,28914169.24,32396037.49,28240959.43,28049918.81,25568398.02
"China, mainland",Nutrient nitrogen N (total),Import Quantity,t,123007.69,300366.27,257991.24,187900.15,319629.7,269251.53,225508.29,251853.44,193874.26,196885.21,329837.17,317348.24,240643.87,215067.37,121631.97
"China, mainland",Nutrient nitrogen N (total),Export Quantity,t,2674357.06,2304652.3,4654927.65,3913689.07,4922103.04,5607031.97,8839627.43,9921758.27,6062868.19,5463038.75,4841372.46,5970032.84,6436444,6969808.34,5200445.65
"China, Taiwan Province of",Nutrient nitrogen N (total),Production,t,95817,93528,105327.42,99641.01,105147.42,99792,93261.63,75682.32,85017.01,124571.37,122429.89,133207.62,68976.18,90294.75,66748.92
"China, Taiwan Province of",Nutrient nitrogen N (total),Import Quantity,t,120523.14,110333.96,131074.97,115938.28,107125.9,105085.47,118330.76,101277.56,105576.96,106174.29,109989.85,101934.38,115159.5,90546.92,8001.75
"China, Taiwan Province of",Nutrient nitrogen N (total),Export Quantity,t,58392.86,62315.51,70572.18,66860.64,72081.78,67239.22,52353.98,53869.2,66383.51,92740.1,101517.11,83879.56,48645.25,84438.97,31335.63
Colombia,Nutrient nitrogen N (total),Production,t,70200,83300,116900,107800,80500,77700,98100,95400,84900,87200,92400,92100,90500,90500,90500
Colombia,Nutrient nitrogen N (total),Import Quantity,t,282437.77,301604.56,316247.76,368247.92,359990.13,336217.82,405562.2,414828.31,392045.61,482206.48,445996.57,392803.7,456907.14,422785.4,330375.24
Colombia,Nutrient nitrogen N (total),Export Quantity,t,13741.3,17337.64,28707.68,33401.52,18501.33,26079.66,40503.98,41691.58,43811.11,36938.97,48067.4,23951.9,19795.85,24123.66,22289.61
Comoros,Nutrient nitrogen N (total),Import Quantity,t,9.83,7.84,6.34,4.11,5.42,3.09,1.14,1.13,20.6,2.25,7.17,39.13,152.85,79.73,94.08
Comoros,Nutrient nitrogen N (total),Export Quantity,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,Nutrient nitrogen N (total),Import Quantity,t,248.99,713.51,86.81,270.41,679.96,636.95,285.14,637.58,473.79,330.26,503.37,826.09,3439.19,2408.15,2698.2
Congo,Nutrient nitrogen N (total),Export Quantity,t,0.09,0.09,0.09,0.01,0,0,0.81,0.74,0,1.27,0.04,5.23,7.05,8.88,8.88
Cook Islands,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,1363497.835,0,0,0,0,0,0
Cook Islands,Nutrient nitrogen N (total),Import Quantity,t,26.58,18.13,7.28,27.75,13.34,7.56,5.61,23.17,27.47,13.62,11.7,13.62,18.74,5.35,2.19
Cook Islands,Nutrient nitrogen N (total),Export Quantity,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,Nutrient nitrogen N (total),Production,t,1156913.041,1114703.52,1252927.34,1306897.077,1327280.494,0,0,0,0,0,0,0,0,0,0
Costa Rica,Nutrient nitrogen N (total),Import Quantity,t,88569.57,46770.02,65463.12,100091.4,96617.82,94374.62,84880.12,90040.23,104036.68,96611.27,100630.37,97803.59,99319.31,86651.27,76543.62
Costa Rica,Nutrient nitrogen N (total),Export Quantity,t,7193.48,1528.89,4678.53,5825.62,9169.55,5157.79,7510,4862.69,5544.23,6437.85,4418.39,4576.99,4641.36,5361.04,6432.67
Côte d'Ivoire,Nutrient nitrogen N (total),Import Quantity,t,27275.81,26543.58,31402.01,30219.38,39128.41,46984.05,55442.16,52698.88,49393.72,38912.21,39959.3,75611.12,70076.69,89970.44,80480.15
Côte d'Ivoire,Nutrient nitrogen N (total),Export Quantity,t,9513.52,5131.87,4311.72,4650.24,5541.35,11289.73,11299.39,10618.98,7149.15,5760.22,2992.88,10057.5,17511.7,14057.09,29354.64
Croatia,Nutrient nitrogen N (total),Production,t,353180,305455,357342,379467,345669,328380,342968,351518,342220.28,386829.69,323525.21,377740.37,364161.11,223200.05,49020.16
Croatia,Nutrient nitrogen N (total),Import Quantity,t,7124.14,6307.81,32163.35,29499.9,37341.52,36185,32903.09,45381.63,61660.02,44587.15,46917.35,34269.6,35037.78,45270.83,89424.46
Croatia,Nutrient nitrogen N (total),Export Quantity,t,188118.9,219449.36,269898.95,268563.88,260940.12,272283.6,286784.98,295571,275239.65,248224.85,254442.03,254901.47,235076.14,165224.01,44230.34
Cuba,Nutrient nitrogen N (total),Production,t,13967.12,9103.29,12044.26,15135.97,19844.06,21327.44,18945.26,19600,13400,9600,9400,5000,8100,5022.01,2260.27
Cuba,Nutrient nitrogen N (total),Import Quantity,t,21367.16,4844.23,46113.52,42973.05,40813.59,50721.47,59849.59,39296.12,33671.58,43187.4,28839.4,19783.76,18238.88,19933.27,12833.38
Cuba,Nutrient nitrogen N (total),Export Quantity,t,2049.94,255.45,1174.88,1622.02,1100.12,1618.94,405.75,5.11,12.64,20.17,0,138.81,0,4.88,4.41
Cyprus,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,Nutrient nitrogen N (total),Import Quantity,t,10067.18,7088.88,8498.45,6150.12,8720.05,6978.11,6238.46,7939.53,7971.86,7971.74,7917.97,7959.54,7985.81,6606.71,5826.27
Cyprus,Nutrient nitrogen N (total),Export Quantity,t,3.85,11.85,9.94,5.92,1.77,5.4,2.96,0,5.16,3.79,0.9,0.35,7.5,45.14,253.37
Czechia,Nutrient nitrogen N (total),Production,t,168859,233449.58,216718.88,173193.36,266251.82,162592.17,119148.28,173903.66,166095.81,145490.58,150905.59,113166.3,75349.21,145010.89,129986.95
Czechia,Nutrient nitrogen N (total),Import Quantity,t,218601.09,147056.62,184331.67,234509.36,235599.42,292754.64,336818.2,350458.67,359680.44,366599.24,347995.09,364982.4,351574.66,325431.03,318611.64
Czechia,Nutrient nitrogen N (total),Export Quantity,t,165793.1,154524.2,162496.55,159678.72,162196.24,123349.81,127339.48,127226.33,121592.25,146045.82,147120.68,148459.02,143121.09,161915.44,123682.59
Democratic People's Republic of Korea,Nutrient nitrogen N (total),Production,t,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,22500,0,0,0
Democratic People's Republic of Korea,Nutrient nitrogen N (total),Import Quantity,t,19732.45,45398.04,71843.16,108664.67,61216.28,70367.56,47031.95,28880.92,63147.54,54398.73,113946.64,46356.32,7350.35,14779.22,4641.9
Democratic People's Republic of Korea,Nutrient nitrogen N (total),Export Quantity,t,2160.66,238.75,0,1386.01,60.57,1155,214.62,287.6,95.58,172.48,32.7,95.4,7.14,0.12,420.12
Democratic Republic of the Congo,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of the Congo,Nutrient nitrogen N (total),Import Quantity,t,4331.75,2690.57,4360.1,2228.02,3505.68,7059.8,15175.49,18244.54,14147.19,17588.46,19702.02,27394.79,25784.77,17281.11,22018.36
Democratic Republic of the Congo,Nutrient nitrogen N (total),Export Quantity,t,22.56,42.12,7.47,9.72,15.66,21.6,0,3.83,7.67,11.5,10.59,0,3.68,6.23,8.78
Denmark,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Nutrient nitrogen N (total),Import Quantity,t,234097.64,197999.44,170956.31,206333.92,210690.71,224871.24,213508.54,240107.01,247417.98,278639.7,235581.59,246578.39,239622.93,229465.55,318544.14
Denmark,Nutrient nitrogen N (total),Export Quantity,t,20800.92,11700.62,21362.13,27056.38,53623.02,50626.44,46404.27,38188.31,37052.08,37893.42,33281.86,35262.5,46638.65,42968.44,51992.07
Djibouti,Nutrient nitrogen N (total),Import Quantity,t,32390.95,43740.84,41767.57,94606.24,208421.19,38969.35,123923.83,167828.82,100748.15,113542.55,119153.7,273780.97,303762.75,295771.7,234438.94
Djibouti,Nutrient nitrogen N (total),Export Quantity,t,0,0,0,0,0,0.01,0,0,0,0,0,0,0,1.68,0
Dominica,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,1363497.835,0,0,0,0,0,0
Dominica,Nutrient nitrogen N (total),Import Quantity,t,205.39,237.73,104.95,189.06,96.51,293.37,55.84,314.78,95.93,40.96,50.08,417.62,171.93,109.49,34.55
Dominica,Nutrient nitrogen N (total),Export Quantity,t,0.04,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
Dominican Republic,Nutrient nitrogen N (total),Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,Nutrient nitrogen N (total),Import Quantity,t,29751,43786.67,53570.37,59302.21,58378.93,46480.15,58499.73,55632.06,62289.4,56209.27,71593.43,71083.59,74194.11,82446.36,53409.03
Dominican Republic,Nutrient nitrogen N (total),Export Quantity,t,1292.37,1208.7,743.8,1627.58,6181.71,4388.58,8588.83,2523.59,6543.26,3750.34,4990.82,3691.12,2863.1,4302.98,2253.14
