Area,Item,Element,Unit,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
Tuvalu,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,6.95,4.85,4.27,3.84,3.1,3.11,2.51,3.47,3.58,4.59,3.1,4.95,4.1,1.3,1.3
Uganda,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,1.23,0.8,0.71,0.84,0.88,1.05,0.73,0.23,0.94,0.84,1.23,1.31,0.85,0.85,1.04
Ukraine,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,22.05,19.02,23.21,26.92,27.84,30.97,30.33,29.26,35.56,40.55,41.62,43.45,50.81,52.4,35.95
United Arab Emirates,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,137.52,259.73,282.23,283.95,255.67,212.22,150.92,182.93,148.98,124.81,117.03,111.66,133.93,124.31,124.31
United Kingdom of Great Britain and Northern Ireland,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,132.34,124.49,135.11,133.88,127.84,126.65,135.07,138.48,135.16,135.84,135.83,135.43,128.43,133.95,114.17
United Republic of Tanzania,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,3.35,5.08,4.95,4.98,4.09,7.71,5.9,5.29,7.33,7.12,9.37,5.11,11.04,5.73,10.67
United States of America,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,50.57,53.98,56.54,59.49,62.14,60.97,59.46,59.39,58.26,57.75,59.72,59.49,60.76,60.16,59.07
Uruguay,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,44.82,42.54,65.83,53.13,88.83,79.85,64.02,42.1,62.21,62.95,65.83,72.85,89.01,99.22,88.76
Uzbekistan,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,124.19,133.05,139.65,146.35,142.33,152.78,158.3,160.44,163.15,163.27,152.04,183.24,184.46,227.26,187.24
Venezuela (Bolivarian Republic of),Nutrient nitrogen N (total),Use per area of cropland,kg/ha,90.93,84.05,90.1,84.91,77.41,72.88,71.11,71.02,68.76,67.39,43.12,34.3,33.79,34.85,34.85
Viet Nam,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,75.7,160.9,118.22,97.71,116.83,159.47,133.3,147.38,134.34,135.62,136.79,133.9,134.22,134.22,151.18
Yemen,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,11.22,9.5,15.15,9.5,8.94,17.88,16.22,0.65,13.52,9.09,0.88,6.41,4.98,1.61,3.66
Zambia,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,17.24,17.89,22.59,32.04,25.9,37.66,36.91,44.26,50.31,54.88,38.55,43.67,49.94,46.53,44.78
Zimbabwe,Nutrient nitrogen N (total),Use per area of cropland,kg/ha,11.29,15.94,17.42,14.02,10.03,13.78,14.8,12.75,16.95,19.7,14.88,15.72,11.99,12.53,12.37
