Area,Item,Element,Unit,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
Djibouti,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,2.98,3.1,3.6,3.99,4.81,4.11,4.19,4.41,4.81,5.09,4.81,6.59,7.72,7.22,7.22
Dominica,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.5,5.43,4.57,14.7,8.5,9.63,9.69,13.99,10.95,4.56,7.48,15.42,6.53,8.36,4.65
Dominican Republic,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,16.89,14.77,21.66,18.5,18.48,20.67,19.75,17.09,18.04,16.37,46.8,5.66,10.19,12.52,12.52
Ecuador,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,10.46,12.45,14.85,13.11,13.52,14.97,19.98,18.18,16.99,23.6,23.84,22.53,22.06,22.35,15.19
Egypt,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,50.93,40.66,40.94,41.44,44.1,74.86,68.15,87.81,60.64,68.57,57.49,71.19,65.15,64.18,63.75
El Salvador,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,8.87,10.99,29.22,32.08,23.47,21.37,14.96,16.35,12.27,16.9,16.57,9.66,9.19,11.88,5.33
Equatorial Guinea,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.07,0.93,1.54,1.89,1.53,1.41,1.41,1.35,1.52,1.77,1.25,0.09,0.16,0.01,0.0
Eritrea,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.88,1.99,22.69,26.92,0.08,0.0,0.08,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
Estonia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,15.83,9.36,9.38,9.6,10.79,11.18,13.16,11.9,11.29,13.56,13.48,13.32,15.82,16.1,12.45
Eswatini,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,13.04,12.69,12.15,13.56,13.93,19.61,19.1,19.3,17.19,19.64,18.16,21.69,18.54,22.86,22.86
Ethiopia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,8.42,8.54,10.33,9.87,13.36,6.57,9.25,11.43,10.8,9.89,9.18,4.05,10.21,11.09,10.52
Fiji,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.12,3.94,1.7,0.22,2.65,5.66,15.06,4.47,15.11,20.36,11.28,4.92,9.87,12.3,29.01
Finland,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,11.05,12.82,11.95,10.64,10.65,11.51,12.15,11.21,10.02,12.51,11.26,11.6,11.69,13.03,8.13
France,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,13.79,7.69,12.96,11.28,20.27,22.54,20.7,20.35,19.05,21.22,20.72,18.95,20.69,19.08,11.01
French Guiana,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,37.16,28.72,37.07,45.22,42.37,49.44,50.96,43.97,43.57,46.64,51.17,47.75,76.0,72.08,71.29
French Polynesia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,8.72,8.61,8.53,7.14,6.43,6.85,5.27,7.05,4.89,7.04,7.86,5.15,5.54,23.05,19.35
Gabon,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.61,0.6,0.04,0.51,1.8,1.5,2.28,3.54,6.96,11.53,7.61,6.55,3.95,5.67,19.57
Gambia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.99,1.55,1.64,2.18,0.73,0.18,0.17,0.11,0.26,0.09,1.58,0.94,0.22,1.0,1.0
Georgia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.21,1.41,1.61,3.33,6.24,11.05,11.66,8.78,11.81,9.84,8.39,11.52,16.25,12.21,9.2
Germany,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,12.93,17.43,21.4,18.42,21.25,21.17,22.45,21.49,17.38,15.68,15.18,18.72,14.58,8.7,8.79
Ghana,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.57,5.23,3.82,2.71,10.51,5.76,2.28,5.26,3.77,6.33,4.24,7.96,11.38,6.65,8.13
Greece,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,17.37,14.92,18.61,15.52,15.23,16.09,15.52,15.38,15.95,15.83,18.39,18.51,23.08,24.27,20.13
Grenada,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,6.63,3.81,7.97,26.92,11.02,10.95,9.43,10.09,9.11,7.27,7.9,11.84,3.6,12.74,8.13
Guadeloupe,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,8.84,4.9,10.25,9.01,11.02,10.95,9.43,10.09,9.11,7.27,7.9,5.88,5.27,5.13,5.13
Guatemala,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,9.94,11.55,26.55,21.04,27.05,24.49,29.07,20.39,14.77,19.65,20.15,17.86,25.08,22.8,15.83
Guinea,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.12,0.12,0.02,0.61,0.34,0.62,0.0,0.04,0.01,1.2,1.33,1.33,1.27,1.24,0.82
Guinea-Bissau,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.91,1.29,1.89,1.07,1.93,1.61,1.61,2.18,2.6,3.35,2.97,0.05,0.07,0.13,0.04
Guyana,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,12.48,3.88,4.53,11.28,13.69,11.15,12.78,12.64,14.59,7.8,10.21,5.94,5.98,7.56,5.89
Haiti,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.13,3.79,5.01,26.92,56.28,2.56,4.43,1.44,0.74,2.57,3.0,13.93,3.75,2.68,1.96
Honduras,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,11.6,8.16,10.23,15.18,11.75,13.99,16.23,21.27,22.24,21.78,24.64,19.66,28.03,20.57,20.57
Hungary,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,12.79,8.46,8.97,10.99,12.87,16.93,18.3,17.83,21.04,26.28,26.05,25.5,26.8,26.98,15.25
Iceland,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,43.67,34.67,45.67,50.0,58.03,56.29,73.32,30.69,56.55,16.91,16.9,12.25,13.79,14.89,12.88
India,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,35.73,42.71,48.43,49.65,39.29,33.25,35.99,41.19,39.6,40.58,41.28,44.26,53.42,46.58,47.14
Indonesia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,9.36,13.03,12.82,14.5,33.88,24.95,31.2,35.09,32.01,37.21,34.25,16.95,14.83,14.15,12.83
Iran (Islamic Republic of),Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.39,19.72,23.68,8.57,5.33,12.38,15.08,5.95,5.95,6.99,6.3,6.28,6.26,6.25,6.25
Iraq,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,15.19,12.04,5.78,5.36,11.36,13.81,2.55,2.2,7.1,12.28,17.91,13.72,14.29,14.22,14.16
Ireland,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,20.89,31.77,32.91,30.05,38.56,37.77,38.49,40.59,40.46,45.72,51.75,48.46,50.15,53.15,38.62
Israel,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,26.79,16.2,16.72,13.79,22.53,20.25,14.84,14.47,14.8,12.01,12.62,13.6,11.69,11.16,12.27
Italy,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,19.84,17.94,18.72,21.58,17.47,18.85,18.5,18.71,17.74,17.88,17.88,18.86,23.97,10.72,10.31
Jamaica,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.47,10.35,11.96,18.32,19.51,15.85,15.44,5.02,13.28,8.69,23.74,15.58,14.18,14.18,11.28
Japan,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,73.06,67.24,86.68,82.81,77.69,77.13,79.35,76.78,75.06,79.79,76.49,74.23,73.65,74.04,74.45
Jordan,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,21.69,21.2,23.05,23.02,19.81,6.84,2.08,5.35,2.83,2.71,5.78,2.47,1.61,3.88,6.72
Kazakhstan,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.5,0.91,0.51,1.21,0.71,0.87,1.09,1.11,1.06,1.69,1.28,1.0,2.97,1.6,1.33
Kenya,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,16.56,15.44,13.03,15.76,18.62,22.03,18.03,13.95,18.12,23.53,18.09,20.5,23.64,21.34,13.03
Kiribati,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.88,20.525,22.69,26.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.03,0.03
Kuwait,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,84.06,0.0,53.8,36.65,42.06,42.11,48.65,86.21,125.27,142.57,159.84,138.65,127.69,116.73,105.77
Kyrgyzstan,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.29,0.94,2.37,1.45,3.03,4.37,3.66,0.33,1.48,0.31,1.61,2.96,2.03,6.48,6.93
Lao People's Democratic Republic,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.48,2.92,3.26,9.54,8.64,10.05,13.58,13.21,9.94,10.34,12.12,18.18,18.79,16.07,9.01
Latvia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,11.86,9.47,13.69,14.5,16.73,20.13,19.23,19.7,19.64,19.94,20.18,20.2,23.26,23.9,19.07
Lebanon,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,68.82,60.08,67.08,63.75,62.02,35.38,37.79,24.93,32.4,26.18,39.26,25.48,21.28,21.12,21.12
Liberia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.91,1.29,1.89,26.92,1.93,1.61,1.61,2.18,2.67,3.44,3.13,3.54,3.72,3.1,3.1
Libya,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,7.86,11.79,15.94,23.89,23.99,14.74,10.17,5.85,5.21,9.16,6.15,7.57,8.23,5.01,6.3
Lithuania,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,11.65,15.85,16.22,16.24,17.01,17.91,18.65,20.95,23.37,25.13,23.88,23.4,23.86,23.85,16.37
Luxembourg,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,11.85,10.94,13.02,13.0,12.91,12.9,12.87,12.86,12.41,12.85,9.23,8.6,8.97,9.47,6.11
Madagascar,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.66,0.45,0.57,0.47,0.63,0.62,1.11,0.74,1.2,1.09,1.29,1.66,1.9,1.5,0.87
Malawi,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,3.48,5.67,4.86,3.84,5.64,6.91,3.07,6.94,3.68,6.07,4.76,4.93,7.77,8.36,4.66
Malaysia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,25.78,33.17,29.44,21.68,21.93,24.82,23.18,19.07,20.38,23.04,20.87,14.84,18.64,21.67,19.05
Maldives,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.5,20.83,20.34,7.12,20.48,46.26,5.24,0.54,2.44,10.92,4.08,4.42,10.71,18.73,10.05
Mali,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.13,2.79,4.48,0.92,0.0,1.79,3.95,6.03,7.89,4.52,4.41,5.78,3.62,1.59,0.78
Malta,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,13.01,0.65,6.87,12.68,6.16,6.92,6.33,8.5,12.31,12.1,8.85,10.45,44.79,46.63,10.11
Martinique,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,8.84,4.9,10.25,9.01,11.02,10.95,9.43,10.09,9.11,7.27,7.9,5.88,4.94,5.09,4.75
Mauritania,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.81,1.12,1.89,0.96,1.72,1.44,1.44,1.95,2.39,3.07,2.8,3.54,3.72,3.1,3.1
Mauritius,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,71.01,32.75,27.57,28.13,43.87,41.61,52.2,39.57,54.47,56.3,30.83,32.26,28.1,40.58,14.56
Mexico,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,6.93,10.74,11.86,11.06,11.9,13.28,16.37,18.7,20.63,18.47,22.4,26.12,16.42,27.65,17.01
Micronesia (Federated States of),Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.88,20.525,22.69,26.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.23,0.15,0.15
Mongolia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.02,0.01,0.03,0.01,0.0,0.01,0.1,1.33,1.19,0.48,0.64,0.0,0.0,0.27,0.0
Montenegro,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,47.89,34.13,42.72,36.46,34.39,43.03,40.14,36.81,43.12,37.6,34.35,38.58,46.39,49.55,24.0
Morocco,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,10.8,12.18,22.31,22.89,26.51,24.41,24.99,24.75,14.61,15.76,13.87,14.0,10.73,10.81,10.81
Mozambique,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.83,0.81,0.43,1.25,0.61,0.44,0.97,0.86,0.41,0.7,0.7,1.6,1.36,1.88,0.22
Myanmar,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.12,0.4,0.86,2.67,1.72,1.07,1.16,1.19,2.48,7.45,11.71,14.48,11.34,3.93,7.04
Namibia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.02,0.0,0.48,0.33,1.19,0.82,0.75,0.74,1.12,0.89,1.27,1.61,0.08,0.08,0.12
Nauru,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.88,20.525,22.69,26.92,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.08,1.13,0.0
Nepal,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.1,4.94,4.34,9.2,4.03,15.2,18.7,21.16,21.48,18.71,23.46,27.22,36.8,32.79,18.34
Netherlands (Kingdom of the),Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,21.8,8.18,26.11,12.9,19.77,7.63,7.59,7.6,12.4,10.75,10.97,10.07,11.65,11.06,9.31
New Caledonia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,35.94,14.06,21.42,30.58,35.93,37.92,42.14,40.93,40.82,40.82,40.82,40.82,40.82,40.82,40.82
New Zealand,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,31.51,20.94,22.98,26.85,24.9,21.93,22.91,26.7,22.12,27.24,26.32,24.68,25.04,19.35,28.02
Nicaragua,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,5.19,3.25,1.84,8.06,5.44,6.72,7.32,9.69,8.68,12.3,7.66,7.53,10.81,8.63,6.8
Niger,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.03,0.07,0.13,0.12,0.0,0.14,0.1,0.0,0.01,0.01,0.04,0.04,0.03,0.03,0.06
Nigeria,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.08,0.81,1.69,0.98,1.35,0.43,0.92,1.21,1.43,3.4,3.16,1.2,2.38,2.91,1.77
Niue,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,3.44,3.44,3.58,2.76,2.27,2.23,1.62,2.23,1.99,2.31,2.88,0.16,0.22,0.01,0.04
North Macedonia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,9.33,7.43,10.04,9.96,8.13,12.15,12.15,10.42,13.02,9.49,8.99,9.81,14.69,7.78,5.48
Norway,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,27.94,22.36,21.76,24.44,23.42,23.9,23.69,26.25,25.85,24.83,25.28,25.34,25.53,25.75,25.36
Oman,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,27.0,22.49,26.79,18.9,20.92,23.15,32.91,28.28,41.45,34.16,29.28,28.7,31.62,26.98,17.97
Pakistan,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,18.66,25.72,25.02,21.11,21.85,27.99,29.95,31.84,38.03,39.3,39.36,35.16,38.02,35.8,24.04
Palau,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.88,20.525,22.69,26.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12
Palestine,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,14.96,19.55,17.77,17.03,17.39,19.85,17.55,16.59,21.78,23.69,18.89,20.48,22.19,18.83,18.83
Panama,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,2.44,5.21,7.85,5.84,15.0,18.41,12.54,16.69,11.15,17.11,11.12,10.36,15.25,18.74,4.72
Papua New Guinea,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,2.52,0.95,2.62,2.14,1.29,0.31,0.43,1.78,1.68,1.78,2.3,1.57,2.43,1.45,3.75
